"Fecha","Sensor","Volumen (Gals)","Distancia (KM)","Ver en Mapa"
"2024-06-22 09:09:31","Sensor unico","22.7","319.60","Ver en Mapa"
"2024-06-22 09:10:31","Sensor unico","22.7","319.60","Ver en Mapa"
"2024-06-22 09:11:31","Sensor unico","22.7","319.70","Ver en Mapa"
"2024-06-22 09:11:49","Sensor unico","22.7","319.80","Ver en Mapa"
"2024-06-22 09:11:52","Sensor unico","22.7","319.80","Ver en Mapa"
"2024-06-22 09:12:31","Sensor unico","22.7","319.90","Ver en Mapa"
"2024-06-22 09:13:31","Sensor unico","22.7","319.90","Ver en Mapa"
"2024-06-22 09:14:31","Sensor unico","22.7","319.90","Ver en Mapa"
"2024-06-22 09:15:31","Sensor unico","22.7","319.90","Ver en Mapa"
"2024-06-22 09:16:13","Sensor unico","22.7","319.90","Ver en Mapa"
"2024-06-22 09:16:31","Sensor unico","22.7","320.00","Ver en Mapa"
"2024-06-22 09:17:31","Sensor unico","22.7","320.10","Ver en Mapa"
"2024-06-22 09:18:31","Sensor unico","22.7","320.20","Ver en Mapa"
"2024-06-22 09:19:31","Sensor unico","22.04","320.20","Ver en Mapa"
"2024-06-22 09:20:22","Sensor unico","22.04","320.20","Ver en Mapa"
"2024-06-22 09:20:31","Sensor unico","22.04","320.20","Ver en Mapa"
"2024-06-22 09:20:43","Sensor unico","22.04","320.20","Ver en Mapa"
"2024-06-22 09:21:31","Sensor unico","22.04","320.20","Ver en Mapa"
"2024-06-22 09:22:31","Sensor unico","22.7","320.20","Ver en Mapa"
"2024-06-22 09:23:31","Sensor unico","22.7","320.20","Ver en Mapa"
"2024-06-22 09:24:31","Sensor unico","22.7","320.20","Ver en Mapa"
"2024-06-22 09:25:31","Sensor unico","22.7","320.20","Ver en Mapa"
"2024-06-22 09:26:31","Sensor unico","22.7","320.30","Ver en Mapa"
"2024-06-22 09:27:31","Sensor unico","22.7","320.30","Ver en Mapa"
"2024-06-22 09:28:31","Sensor unico","22.7","320.30","Ver en Mapa"
"2024-06-22 09:29:31","Sensor unico","22.7","320.40","Ver en Mapa"
"2024-06-22 09:29:46","Sensor unico","22.7","320.40","Ver en Mapa"
"2024-06-22 09:29:49","Sensor unico","22.7","320.40","Ver en Mapa"
"2024-06-22 09:30:31","Sensor unico","22.7","320.40","Ver en Mapa"
"2024-06-22 09:31:31","Sensor unico","23.35","320.40","Ver en Mapa"
"2024-06-22 09:32:31","Sensor unico","23.35","320.40","Ver en Mapa"
"2024-06-22 09:33:31","Sensor unico","23.35","320.40","Ver en Mapa"
"2024-06-22 09:34:31","Sensor unico","23.35","320.60","Ver en Mapa"
"2024-06-22 09:35:04","Sensor unico","23.35","320.70","Ver en Mapa"
"2024-06-22 09:35:07","Sensor unico","23.35","320.80","Ver en Mapa"
"2024-06-22 09:35:31","Sensor unico","22.7","320.80","Ver en Mapa"
"2024-06-22 09:36:31","Sensor unico","22.7","320.80","Ver en Mapa"
"2024-06-22 09:37:31","Sensor unico","22.7","320.80","Ver en Mapa"
"2024-06-22 09:38:31","Sensor unico","22.7","320.80","Ver en Mapa"
"2024-06-22 09:39:31","Sensor unico","22.7","320.80","Ver en Mapa"
"2024-06-22 09:40:16","Sensor unico","22.7","320.80","Ver en Mapa"
"2024-06-22 09:40:31","Sensor unico","22.7","320.90","Ver en Mapa"
"2024-06-22 09:41:31","Sensor unico","22.7","321.00","Ver en Mapa"
"2024-06-22 09:41:34","Sensor unico","22.7","321.00","Ver en Mapa"
"2024-06-22 09:42:31","Sensor unico","22.7","321.10","Ver en Mapa"
"2024-06-22 09:43:31","Sensor unico","22.7","321.10","Ver en Mapa"
"2024-06-22 09:44:31","Sensor unico","22.7","321.10","Ver en Mapa"
"2024-06-22 09:45:31","Sensor unico","22.7","321.10","Ver en Mapa"
"2024-06-22 09:46:19","Sensor unico","22.7","321.10","Ver en Mapa"
"2024-06-22 09:46:31","Sensor unico","22.7","321.20","Ver en Mapa"
"2024-06-22 09:46:40","Sensor unico","22.7","321.20","Ver en Mapa"
"2024-06-22 09:46:43","Sensor unico","22.7","321.20","Ver en Mapa"
"2024-06-22 09:47:04","Sensor unico","22.7","321.30","Ver en Mapa"
"2024-06-22 09:47:07","Sensor unico","22.7","321.30","Ver en Mapa"
"2024-06-22 09:47:31","Sensor unico","22.7","321.40","Ver en Mapa"
"2024-06-22 09:48:31","Sensor unico","22.04","321.40","Ver en Mapa"
"2024-06-22 09:48:37","Sensor unico","22.04","321.40","Ver en Mapa"
"2024-06-22 09:49:16","Sensor unico","22.04","321.50","Ver en Mapa"
"2024-06-22 09:49:31","Sensor unico","22.04","321.60","Ver en Mapa"
"2024-06-22 09:50:31","Sensor unico","22.04","321.60","Ver en Mapa"
"2024-06-22 09:50:58","Sensor unico","22.04","321.60","Ver en Mapa"
"2024-06-22 09:51:19","Sensor unico","22.04","321.70","Ver en Mapa"
"2024-06-22 09:51:31","Sensor unico","22.04","321.70","Ver en Mapa"
"2024-06-22 09:52:31","Sensor unico","22.04","321.80","Ver en Mapa"
"2024-06-22 09:53:31","Sensor unico","22.04","321.80","Ver en Mapa"
"2024-06-22 09:54:31","Sensor unico","22.04","321.90","Ver en Mapa"
"2024-06-22 09:54:40","Sensor unico","22.04","321.90","Ver en Mapa"
"2024-06-22 09:55:31","Sensor unico","22.7","321.90","Ver en Mapa"
"2024-06-22 09:56:31","Sensor unico","22.7","321.90","Ver en Mapa"
"2024-06-22 09:57:31","Sensor unico","22.7","321.90","Ver en Mapa"
"2024-06-22 09:58:31","Sensor unico","22.7","321.90","Ver en Mapa"
"2024-06-22 09:59:13","Sensor unico","22.7","321.90","Ver en Mapa"
"2024-06-22 09:59:31","Sensor unico","22.7","322.00","Ver en Mapa"
"2024-06-22 09:59:37","Sensor unico","22.7","322.00","Ver en Mapa"
"2024-06-22 09:59:40","Sensor unico","22.7","322.00","Ver en Mapa"
"2024-06-22 10:00:31","Sensor unico","22.04","322.00","Ver en Mapa"
"2024-06-22 10:01:31","Sensor unico","22.04","322.10","Ver en Mapa"
"2024-06-22 10:02:12","Sensor unico","22.04","322.20","Ver en Mapa"
"2024-06-22 10:07:49","Sensor unico","22.04","322.20","Ver en Mapa"
"2024-06-22 10:08:40","Sensor unico","22.04","322.20","Ver en Mapa"
"2024-06-22 10:08:43","Sensor unico","22.04","322.20","Ver en Mapa"
"2024-06-22 10:08:46","Sensor unico","22.04","322.20","Ver en Mapa"
"2024-06-22 10:09:43","Sensor unico","22.04","322.30","Ver en Mapa"
"2024-06-22 10:10:19","Sensor unico","22.04","322.30","Ver en Mapa"
"2024-06-22 10:10:25","Sensor unico","22.04","322.30","Ver en Mapa"
"2024-06-22 10:10:43","Sensor unico","22.04","322.40","Ver en Mapa"
"2024-06-22 10:11:04","Sensor unico","22.04","322.40","Ver en Mapa"
"2024-06-22 10:11:07","Sensor unico","22.04","322.40","Ver en Mapa"
"2024-06-22 10:11:28","Sensor unico","22.04","322.50","Ver en Mapa"
"2024-06-22 10:11:43","Sensor unico","22.04","322.60","Ver en Mapa"
"2024-06-22 10:12:43","Sensor unico","22.04","322.60","Ver en Mapa"
"2024-06-22 10:13:10","Sensor unico","22.04","322.60","Ver en Mapa"
"2024-06-22 10:13:43","Sensor unico","22.04","322.70","Ver en Mapa"
"2024-06-22 10:14:43","Sensor unico","22.04","322.70","Ver en Mapa"
"2024-06-22 10:15:16","Sensor unico","22.04","322.70","Ver en Mapa"
"2024-06-22 10:15:19","Sensor unico","22.04","322.70","Ver en Mapa"
"2024-06-22 10:15:43","Sensor unico","22.04","322.70","Ver en Mapa"
"2024-06-22 10:16:43","Sensor unico","22.04","322.70","Ver en Mapa"
"2024-06-22 10:16:52","Sensor unico","22.04","322.70","Ver en Mapa"
"2024-06-22 10:17:16","Sensor unico","22.04","322.80","Ver en Mapa"
"2024-06-22 10:17:19","Sensor unico","22.04","322.80","Ver en Mapa"
"2024-06-22 10:17:43","Sensor unico","22.04","322.80","Ver en Mapa"
"2024-06-22 10:18:37","Sensor unico","22.04","322.90","Ver en Mapa"
"2024-06-22 10:18:40","Sensor unico","22.04","322.90","Ver en Mapa"
"2024-06-22 10:18:43","Sensor unico","22.04","322.90","Ver en Mapa"
"2024-06-22 10:19:43","Sensor unico","22.04","322.90","Ver en Mapa"
"2024-06-22 10:19:49","Sensor unico","22.04","322.90","Ver en Mapa"
"2024-06-22 10:20:43","Sensor unico","22.04","323.00","Ver en Mapa"
"2024-06-22 10:21:43","Sensor unico","22.04","323.00","Ver en Mapa"
"2024-06-22 10:22:43","Sensor unico","22.04","323.00","Ver en Mapa"
"2024-06-22 10:23:10","Sensor unico","22.04","323.10","Ver en Mapa"
"2024-06-22 10:23:31","Sensor unico","22.04","323.10","Ver en Mapa"
"2024-06-22 10:23:43","Sensor unico","22.04","323.20","Ver en Mapa"
"2024-06-22 10:24:43","Sensor unico","22.04","323.20","Ver en Mapa"
"2024-06-22 10:25:22","Sensor unico","22.04","323.20","Ver en Mapa"
"2024-06-22 10:25:43","Sensor unico","22.04","323.20","Ver en Mapa"
"2024-06-22 10:26:15","Sensor unico","22.04","323.20","Ver en Mapa"
"2024-06-22 10:27:47","Sensor unico","22.04","323.30","Ver en Mapa"
"2024-06-22 10:28:17","Sensor unico","22.04","323.30","Ver en Mapa"
"2024-06-22 10:28:20","Sensor unico","22.04","323.30","Ver en Mapa"
"2024-06-22 10:28:38","Sensor unico","22.04","323.40","Ver en Mapa"
"2024-06-22 10:28:41","Sensor unico","22.04","323.40","Ver en Mapa"
"2024-06-22 10:29:38","Sensor unico","22.04","323.50","Ver en Mapa"
"2024-06-22 10:30:02","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:30:08","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:30:14","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:30:17","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:30:32","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:30:38","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:31:35","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:31:38","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:32:38","Sensor unico","22.04","323.60","Ver en Mapa"
"2024-06-22 10:33:38","Sensor unico","22.04","323.70","Ver en Mapa"
"2024-06-22 10:34:38","Sensor unico","22.04","323.70","Ver en Mapa"
"2024-06-22 10:35:38","Sensor unico","22.04","323.80","Ver en Mapa"
"2024-06-22 10:35:41","Sensor unico","22.04","323.80","Ver en Mapa"
"2024-06-22 10:36:35","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:36:38","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:36:47","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:36:56","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:37:26","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:37:32","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:37:38","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:37:47","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:37:53","Sensor unico","22.04","324.10","Ver en Mapa"
"2024-06-22 10:38:38","Sensor unico","22.04","324.30","Ver en Mapa"
"2024-06-22 10:38:44","Sensor unico","22.04","324.30","Ver en Mapa"
"2024-06-22 10:38:56","Sensor unico","22.04","324.30","Ver en Mapa"
"2024-06-22 10:38:59","Sensor unico","22.04","324.30","Ver en Mapa"
"2024-06-22 10:39:38","Sensor unico","21.38","324.30","Ver en Mapa"
"2024-06-22 10:40:38","Sensor unico","21.38","324.40","Ver en Mapa"
"2024-06-22 10:41:08","Sensor unico","21.38","324.50","Ver en Mapa"
"2024-06-22 10:41:38","Sensor unico","22.04","324.60","Ver en Mapa"
"2024-06-22 10:42:11","Sensor unico","22.04","324.70","Ver en Mapa"
"2024-06-22 10:42:14","Sensor unico","22.04","324.70","Ver en Mapa"
"2024-06-22 10:42:38","Sensor unico","22.04","324.70","Ver en Mapa"
"2024-06-22 10:43:38","Sensor unico","21.38","324.70","Ver en Mapa"
"2024-06-22 10:44:38","Sensor unico","21.38","324.80","Ver en Mapa"
"2024-06-22 10:45:35","Sensor unico","21.38","324.80","Ver en Mapa"
"2024-06-22 10:45:38","Sensor unico","21.38","324.80","Ver en Mapa"
"2024-06-22 10:46:25","Sensor unico","21.38","324.80","Ver en Mapa"
"2024-06-22 10:50:09","Sensor unico","22.04","324.80","Ver en Mapa"
"2024-06-22 10:51:06","Sensor unico","22.04","324.80","Ver en Mapa"
"2024-06-22 10:51:12","Sensor unico","22.04","324.80","Ver en Mapa"
"2024-06-22 10:52:06","Sensor unico","22.04","325.00","Ver en Mapa"
"2024-06-22 10:52:27","Sensor unico","22.04","325.00","Ver en Mapa"
"2024-06-22 10:52:30","Sensor unico","22.04","325.00","Ver en Mapa"
"2024-06-22 10:53:06","Sensor unico","22.04","325.10","Ver en Mapa"
"2024-06-22 10:53:09","Sensor unico","22.04","325.10","Ver en Mapa"
"2024-06-22 10:53:21","Sensor unico","22.04","325.20","Ver en Mapa"
"2024-06-22 10:54:06","Sensor unico","22.04","325.30","Ver en Mapa"
"2024-06-22 10:55:06","Sensor unico","21.38","325.30","Ver en Mapa"
"2024-06-22 10:56:06","Sensor unico","21.38","325.30","Ver en Mapa"
"2024-06-22 10:56:42","Sensor unico","21.38","325.50","Ver en Mapa"
"2024-06-22 10:57:06","Sensor unico","21.38","325.50","Ver en Mapa"
"2024-06-22 10:58:00","Sensor unico","21.38","325.70","Ver en Mapa"
"2024-06-22 10:58:06","Sensor unico","21.38","325.70","Ver en Mapa"
"2024-06-22 10:59:06","Sensor unico","21.38","325.80","Ver en Mapa"
"2024-06-22 11:00:06","Sensor unico","22.04","325.80","Ver en Mapa"
"2024-06-22 11:00:56","Sensor unico","21.38","325.90","Ver en Mapa"
"2024-06-22 11:11:14","Sensor unico","21.38","325.90","Ver en Mapa"
"2024-06-22 11:12:05","Sensor unico","21.38","326.00","Ver en Mapa"
"2024-06-22 11:13:08","Sensor unico","21.38","326.20","Ver en Mapa"
"2024-06-22 11:14:08","Sensor unico","21.38","326.30","Ver en Mapa"
"2024-06-22 11:14:17","Sensor unico","21.38","326.30","Ver en Mapa"
"2024-06-22 11:14:35","Sensor unico","21.38","326.30","Ver en Mapa"
"2024-06-22 11:14:58","Sensor unico","21.38","326.40","Ver en Mapa"
"2024-06-22 11:41:12","Sensor unico","21.38","326.40","Ver en Mapa"
"2024-06-22 11:42:06","Sensor unico","21.38","326.50","Ver en Mapa"
"2024-06-22 11:42:12","Sensor unico","21.38","326.50","Ver en Mapa"
"2024-06-22 11:43:06","Sensor unico","21.38","326.60","Ver en Mapa"
"2024-06-22 11:43:09","Sensor unico","21.38","326.60","Ver en Mapa"
"2024-06-22 11:44:06","Sensor unico","21.38","326.70","Ver en Mapa"
"2024-06-22 11:45:06","Sensor unico","21.38","326.70","Ver en Mapa"
"2024-06-22 11:46:06","Sensor unico","21.38","326.70","Ver en Mapa"
"2024-06-22 11:47:06","Sensor unico","21.38","326.80","Ver en Mapa"
"2024-06-22 11:47:27","Sensor unico","21.38","326.90","Ver en Mapa"
"2024-06-22 11:47:33","Sensor unico","21.38","326.90","Ver en Mapa"
"2024-06-22 11:48:06","Sensor unico","21.38","327.00","Ver en Mapa"
"2024-06-22 11:48:12","Sensor unico","21.38","327.00","Ver en Mapa"
"2024-06-22 11:49:06","Sensor unico","21.38","327.10","Ver en Mapa"
"2024-06-22 11:50:06","Sensor unico","21.38","327.10","Ver en Mapa"
"2024-06-22 11:51:06","Sensor unico","21.38","327.10","Ver en Mapa"
"2024-06-22 11:51:42","Sensor unico","21.38","327.20","Ver en Mapa"
"2024-06-22 11:52:06","Sensor unico","21.38","327.30","Ver en Mapa"
"2024-06-22 11:52:18","Sensor unico","21.38","327.30","Ver en Mapa"
"2024-06-22 11:52:27","Sensor unico","21.38","327.30","Ver en Mapa"
"2024-06-22 11:53:06","Sensor unico","21.38","327.30","Ver en Mapa"
"2024-06-22 11:54:06","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 11:55:06","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 11:56:06","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 11:57:06","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 11:57:36","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 11:57:39","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 11:58:06","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 11:59:06","Sensor unico","21.38","327.40","Ver en Mapa"
"2024-06-22 12:00:06","Sensor unico","21.38","327.50","Ver en Mapa"
"2024-06-22 12:01:06","Sensor unico","21.38","327.70","Ver en Mapa"
"2024-06-22 12:01:18","Sensor unico","21.38","327.80","Ver en Mapa"
"2024-06-22 12:01:21","Sensor unico","21.38","327.80","Ver en Mapa"
"2024-06-22 12:02:06","Sensor unico","21.38","328.00","Ver en Mapa"
"2024-06-22 12:03:06","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:03:42","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:03:54","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:04:00","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:04:06","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:04:12","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:05:06","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:05:15","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:05:18","Sensor unico","21.38","328.10","Ver en Mapa"
"2024-06-22 12:05:27","Sensor unico","21.38","328.20","Ver en Mapa"
"2024-06-22 12:06:06","Sensor unico","21.38","328.20","Ver en Mapa"
"2024-06-22 12:07:06","Sensor unico","21.38","328.20","Ver en Mapa"
"2024-06-22 12:08:06","Sensor unico","21.38","328.20","Ver en Mapa"
"2024-06-22 12:08:42","Sensor unico","21.38","328.20","Ver en Mapa"
"2024-06-22 12:09:06","Sensor unico","21.38","328.30","Ver en Mapa"
"2024-06-22 12:10:06","Sensor unico","21.38","328.30","Ver en Mapa"
"2024-06-22 12:11:06","Sensor unico","21.38","328.30","Ver en Mapa"
"2024-06-22 12:11:57","Sensor unico","21.38","328.40","Ver en Mapa"
"2024-06-22 12:12:03","Sensor unico","21.38","328.40","Ver en Mapa"
"2024-06-22 12:12:06","Sensor unico","21.38","328.50","Ver en Mapa"
"2024-06-22 12:12:33","Sensor unico","21.38","328.50","Ver en Mapa"
"2024-06-22 12:12:39","Sensor unico","21.38","328.50","Ver en Mapa"
"2024-06-22 12:13:06","Sensor unico","21.38","328.80","Ver en Mapa"
"2024-06-22 12:14:00","Sensor unico","21.38","329.30","Ver en Mapa"
"2024-06-22 12:14:03","Sensor unico","21.38","329.30","Ver en Mapa"
"2024-06-22 12:14:06","Sensor unico","21.38","329.40","Ver en Mapa"
"2024-06-22 12:15:06","Sensor unico","21.38","329.90","Ver en Mapa"
"2024-06-22 12:16:06","Sensor unico","21.38","330.20","Ver en Mapa"
"2024-06-22 12:16:48","Sensor unico","21.38","330.40","Ver en Mapa"
"2024-06-22 12:16:51","Sensor unico","21.38","330.40","Ver en Mapa"
"2024-06-22 12:17:03","Sensor unico","21.38","330.40","Ver en Mapa"
"2024-06-22 12:17:06","Sensor unico","21.38","330.50","Ver en Mapa"
"2024-06-22 12:18:06","Sensor unico","21.38","330.60","Ver en Mapa"
"2024-06-22 12:18:27","Sensor unico","20.73","330.60","Ver en Mapa"
"2024-06-22 12:18:30","Sensor unico","20.73","330.60","Ver en Mapa"
"2024-06-22 12:19:06","Sensor unico","20.73","330.60","Ver en Mapa"
"2024-06-22 12:20:06","Sensor unico","20.73","330.60","Ver en Mapa"
"2024-06-22 12:21:06","Sensor unico","21.38","330.60","Ver en Mapa"
"2024-06-22 12:21:12","Sensor unico","21.38","330.60","Ver en Mapa"
"2024-06-22 12:22:06","Sensor unico","21.38","330.70","Ver en Mapa"
"2024-06-22 12:23:06","Sensor unico","21.38","330.80","Ver en Mapa"
"2024-06-22 12:24:06","Sensor unico","21.38","330.80","Ver en Mapa"
"2024-06-22 12:25:06","Sensor unico","21.38","330.80","Ver en Mapa"
"2024-06-22 12:26:06","Sensor unico","21.38","330.80","Ver en Mapa"
"2024-06-22 12:27:06","Sensor unico","20.73","330.80","Ver en Mapa"
"2024-06-22 12:27:42","Sensor unico","20.73","330.90","Ver en Mapa"
"2024-06-22 12:27:57","Sensor unico","21.38","330.90","Ver en Mapa"
"2024-06-22 12:28:00","Sensor unico","21.38","330.90","Ver en Mapa"
"2024-06-22 12:28:06","Sensor unico","21.38","330.90","Ver en Mapa"
"2024-06-22 12:29:06","Sensor unico","20.73","331.00","Ver en Mapa"
"2024-06-22 12:29:18","Sensor unico","20.73","331.00","Ver en Mapa"
"2024-06-22 12:29:21","Sensor unico","20.73","331.00","Ver en Mapa"
"2024-06-22 12:30:06","Sensor unico","20.73","331.00","Ver en Mapa"
"2024-06-22 12:30:21","Sensor unico","20.73","331.00","Ver en Mapa"
"2024-06-22 12:31:06","Sensor unico","20.73","331.10","Ver en Mapa"
"2024-06-22 12:31:24","Sensor unico","20.73","331.10","Ver en Mapa"
"2024-06-22 12:32:06","Sensor unico","20.73","331.10","Ver en Mapa"
"2024-06-22 12:32:20","Sensor unico","20.73","331.10","Ver en Mapa"
"2024-06-22 12:34:51","Sensor unico","20.73","331.10","Ver en Mapa"
"2024-06-22 12:35:36","Sensor unico","20.73","331.20","Ver en Mapa"
"2024-06-22 12:36:36","Sensor unico","20.73","331.40","Ver en Mapa"
"2024-06-22 12:37:26","Sensor unico","20.73","331.40","Ver en Mapa"
"2024-06-22 12:40:11","Sensor unico","20.73","331.40","Ver en Mapa"
"2024-06-22 12:40:17","Sensor unico","20.73","331.40","Ver en Mapa"
"2024-06-22 12:40:20","Sensor unico","20.73","331.40","Ver en Mapa"
"2024-06-22 12:40:26","Sensor unico","20.73","331.40","Ver en Mapa"
"2024-06-22 12:40:32","Sensor unico","20.73","331.40","Ver en Mapa"
"2024-06-22 12:40:56","Sensor unico","20.73","331.50","Ver en Mapa"
"2024-06-22 12:41:02","Sensor unico","20.73","331.50","Ver en Mapa"
"2024-06-22 12:41:29","Sensor unico","20.73","331.50","Ver en Mapa"
"2024-06-22 12:41:56","Sensor unico","20.73","331.60","Ver en Mapa"
"2024-06-22 12:41:59","Sensor unico","20.73","331.60","Ver en Mapa"
"2024-06-22 12:42:02","Sensor unico","20.73","331.70","Ver en Mapa"
"2024-06-22 12:42:17","Sensor unico","20.73","331.70","Ver en Mapa"
"2024-06-22 12:42:40","Sensor unico","20.73","331.70","Ver en Mapa"
"2024-06-22 12:45:38","Sensor unico","20.73","331.70","Ver en Mapa"
"2024-06-22 12:45:59","Sensor unico","20.73","331.80","Ver en Mapa"
"2024-06-22 12:46:29","Sensor unico","20.73","331.90","Ver en Mapa"
"2024-06-22 12:47:29","Sensor unico","20.73","332.00","Ver en Mapa"
"2024-06-22 12:47:32","Sensor unico","20.73","332.00","Ver en Mapa"
"2024-06-22 12:48:29","Sensor unico","20.73","332.00","Ver en Mapa"
"2024-06-22 12:49:29","Sensor unico","21.38","332.00","Ver en Mapa"
"2024-06-22 12:50:29","Sensor unico","21.38","332.10","Ver en Mapa"
"2024-06-22 12:50:41","Sensor unico","21.38","332.10","Ver en Mapa"
"2024-06-22 12:50:44","Sensor unico","21.38","332.10","Ver en Mapa"
"2024-06-22 12:51:29","Sensor unico","20.73","332.10","Ver en Mapa"
"2024-06-22 12:52:29","Sensor unico","20.73","332.20","Ver en Mapa"
"2024-06-22 12:52:44","Sensor unico","20.73","332.20","Ver en Mapa"
"2024-06-22 12:52:47","Sensor unico","20.73","332.20","Ver en Mapa"
"2024-06-22 12:53:29","Sensor unico","20.73","332.20","Ver en Mapa"
"2024-06-22 12:54:29","Sensor unico","20.73","332.20","Ver en Mapa"
"2024-06-22 12:54:53","Sensor unico","20.73","332.30","Ver en Mapa"
"2024-06-22 12:54:56","Sensor unico","20.73","332.30","Ver en Mapa"
"2024-06-22 12:55:29","Sensor unico","20.73","332.30","Ver en Mapa"
"2024-06-22 12:56:29","Sensor unico","20.73","332.30","Ver en Mapa"
"2024-06-22 12:57:29","Sensor unico","20.73","332.30","Ver en Mapa"
"2024-06-22 12:57:47","Sensor unico","20.73","332.30","Ver en Mapa"
"2024-06-22 12:58:29","Sensor unico","20.73","332.40","Ver en Mapa"
"2024-06-22 12:59:29","Sensor unico","20.07","332.40","Ver en Mapa"
"2024-06-22 13:00:29","Sensor unico","20.07","332.40","Ver en Mapa"
"2024-06-22 13:01:29","Sensor unico","20.73","332.50","Ver en Mapa"
"2024-06-22 13:02:34","Sensor unico","20.07","332.60","Ver en Mapa"
"2024-06-22 13:04:08","Sensor unico","20.07","332.70","Ver en Mapa"
"2024-06-22 13:04:32","Sensor unico","20.07","332.80","Ver en Mapa"
"2024-06-22 13:04:53","Sensor unico","20.07","332.90","Ver en Mapa"
"2024-06-22 13:05:05","Sensor unico","20.07","332.90","Ver en Mapa"
"2024-06-22 13:05:53","Sensor unico","20.73","333.00","Ver en Mapa"
"2024-06-22 13:06:38","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:06:41","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:06:44","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:06:50","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:06:53","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:07:11","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:07:17","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:07:53","Sensor unico","20.73","333.10","Ver en Mapa"
"2024-06-22 13:08:53","Sensor unico","20.07","333.10","Ver en Mapa"
"2024-06-22 13:09:53","Sensor unico","20.07","333.10","Ver en Mapa"
"2024-06-22 13:10:53","Sensor unico","20.07","333.10","Ver en Mapa"
"2024-06-22 13:11:53","Sensor unico","20.07","333.30","Ver en Mapa"
"2024-06-22 13:12:53","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:13:14","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:13:17","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:13:55","Sensor unico","21.38","333.40","Ver en Mapa"
"2024-06-22 13:16:24","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:17:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:18:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:19:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:20:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:21:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:22:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:23:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:24:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:25:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:26:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:27:09","Sensor unico","20.73","333.40","Ver en Mapa"
"2024-06-22 13:28:09","Sensor unico","20.73","333.40","Ver en Mapa"
